{{0.000000,4.287554e-01,205,216,226,1.395877e+02,0.000000e+00,2.230056e+02,2.097411e+01,206,217,226,7.563187e+02,0.000000e+00,1.321514e+03,8.959064e+02,1.931492e+02,2.059834e+02,2.207402e+02,-8.146327e-03,-4.247557e-03,9.479397e-02,1.943597e+02,2.070883e+02,2.208211e+02,-1.353486e-01,-1.762325e-02,6.839368e-01}
,{4.321338e+00,2.783229e-01,205,215,224,1.423089e+02,-1.734151e+02,2.230056e+02,3.371389e+01,206,217,226,7.597666e+02,-1.057430e+03,1.321514e+03,-3.287696e+02,1.931734e+02,2.048062e+02,2.183937e+02,-4.692451e-03,-2.940244e-03,9.379654e-02,1.943719e+02,2.070959e+02,2.208148e+02,-8.957195e-01,-5.933036e-01,9.428470e-01}
,{1.148770e+01,2.724010e-01,300,314,311,1.807143e+02,-2.071166e+02,2.230056e+02,3.030036e+01,215,224,229,8.997091e+02,-1.201880e+03,1.321514e+03,-3.285734e+02,3.051348e+02,3.213036e+02,3.206225e+02,-7.793187e-03,-1.700281e-03,9.388612e-02,2.051117e+02,2.154568e+02,2.243664e+02,-1.273496e+00,-1.033827e+00,9.424867e-01}
,{1.865406e+01,2.886376e-01,225,233,235,2.598774e+02,-2.722661e+02,2.230056e+02,2.637917e+01,230,236,234,1.104543e+03,-1.420748e+03,1.321514e+03,-3.285935e+02,2.169275e+02,2.261667e+02,2.316594e+02,-1.083422e-02,4.457017e-03,9.461958e-02,2.229548e+02,2.297616e+02,2.302943e+02,-3.254460e-01,-8.275579e-01,9.426053e-01}
,{2.615868e+01,4.874713e-01,270,265,246,3.285309e+02,-3.187610e+02,2.230056e+02,1.353652e+01,256,258,244,1.123623e+03,-1.462262e+03,1.321514e+03,-3.288691e+02,2.702499e+02,2.640977e+02,2.447186e+02,-3.907082e-04,1.711371e-03,9.401658e-02,2.539055e+02,2.559388e+02,2.420527e+02,-1.062752e+00,-8.381245e-01,9.423604e-01}
,{3.647824e+01,1.905375e-01,272,256,253,2.871681e+02,-2.852736e+02,2.230056e+02,1.007386e+01,294,293,266,1.039482e+03,-1.370301e+03,1.321514e+03,-3.289254e+02,2.725007e+02,2.534667e+02,2.527628e+02,-5.012620e-03,-9.697679e-03,9.427316e-02,2.984225e+02,2.970216e+02,2.679465e+02,-1.715146e+00,-1.676645e+00,9.423012e-01}
,{4.797423e+01,2.619289e-01,261,276,272,2.594888e+02,-2.709938e+02,2.230056e+02,9.659151e+00,262,262,268,1.078836e+03,-1.396109e+03,1.321514e+03,-3.287777e+02,2.597475e+02,2.770681e+02,2.746081e+02,-3.781291e-02,-1.884549e-02,9.387871e-02,2.610060e+02,2.607085e+02,2.699967e+02,-1.449871e+00,-1.097408e+00,9.426218e-01}
,{6.697840e+01,2.298638e-01,273,278,278,2.508281e+02,-2.635165e+02,2.230056e+02,9.515181e+00,272,276,278,1.059362e+03,-1.375492e+03,1.321514e+03,-3.288180e+02,2.744971e+02,2.799982e+02,2.807222e+02,-1.966564e-02,-1.237631e-02,9.442766e-02,2.728111e+02,2.771900e+02,2.813355e+02,-4.466149e-01,-3.224727e-01,9.424662e-01}
,{1.056610e+02,2.875118e-01,262,267,264,2.528034e+02,-2.634508e+02,2.230056e+02,5.767078e+00,266,263,261,1.038326e+03,-1.356413e+03,1.321514e+03,-3.287346e+02,2.616403e+02,2.670534e+02,2.639183e+02,3.200690e-03,8.690494e-03,9.387857e-02,2.660491e+02,2.621459e+02,2.606433e+02,-4.369738e-01,-5.091428e-01,9.427106e-01}
,{1.589077e+02,6.491613e-01,262,264,269,2.557133e+02,-2.665924e+02,2.230056e+02,1.106247e+01,263,267,271,1.050349e+03,-1.367952e+03,1.321514e+03,-3.284820e+02,2.616280e+02,2.635418e+02,2.694263e+02,-2.038366e-02,-1.086320e-02,9.442012e-02,2.628941e+02,2.671391e+02,2.718374e+02,-2.841160e-01,-3.092810e-01,9.425627e-01}
