{{0.000000,1.035535e+01,256,256,257,1.388172e+01,0.000000e+00,6.499747e+01,1.388172e+01,2.560101e+02,2.560027e+02,2.570392e+02,-8.562846e-02,-2.983376e-01,7.543750e+00}
,{5.980000e+00,4.452368e+00,251,255,256,1.325191e+01,-5.569819e+00,6.499747e+01,7.682093e+00,2.507596e+02,2.549616e+02,2.560024e+02,-8.561342e-02,-2.983358e-01,7.535486e+00}
,{1.252000e+01,4.333137e+00,258,258,249,1.193799e+01,-4.257297e+00,6.499747e+01,7.680691e+00,2.580665e+02,2.580805e+02,2.486736e+02,-8.561406e-02,-2.983358e-01,7.540533e+00}
,{2.152000e+01,4.865316e+00,254,255,253,1.057191e+01,-2.889530e+00,6.499747e+01,7.682381e+00,2.539173e+02,2.549817e+02,2.528758e+02,-8.561428e-02,-2.983356e-01,7.544629e+00}
,{3.052000e+01,3.681320e+00,255,262,258,1.002750e+01,-2.343911e+00,6.499747e+01,7.683585e+00,2.549724e+02,2.621786e+02,2.580748e+02,-8.561403e-02,-2.983358e-01,7.540316e+00}
,{3.985480e+01,5.145921e+00,255,255,248,9.882009e+00,-2.197880e+00,6.499747e+01,7.684129e+00,2.549745e+02,2.550000e+02,2.476555e+02,-8.561437e-02,-2.983347e-01,7.538047e+00}
,{5.281480e+01,3.837685e+00,256,245,258,9.993661e+00,-2.309044e+00,6.499747e+01,7.684617e+00,2.560189e+02,2.445202e+02,2.581070e+02,-8.561361e-02,-2.983341e-01,7.544063e+00}
,{6.577480e+01,2.890914e+00,247,260,258,1.023815e+01,-2.553372e+00,6.499747e+01,7.684776e+00,2.465944e+02,2.601456e+02,2.581116e+02,-8.561357e-02,-2.983323e-01,7.541297e+00}
,{7.873480e+01,5.801881e+00,250,253,251,1.048730e+01,-2.802614e+00,6.499747e+01,7.684685e+00,2.497389e+02,2.529215e+02,2.508374e+02,-8.561398e-02,-2.983309e-01,7.540731e+00}
,{9.396280e+01,6.123625e+00,252,257,257,1.061964e+01,-2.935040e+00,6.499747e+01,7.684596e+00,2.518309e+02,2.571014e+02,2.571126e+02,-8.561382e-02,-2.983290e-01,7.534466e+00}
,{1.208335e+02,5.148521e+00,259,251,251,1.037508e+01,-2.690903e+00,6.499747e+01,7.684177e+00,2.591081e+02,2.508478e+02,2.508507e+02,-8.561308e-02,-2.983258e-01,7.530939e+00}
,{1.544259e+02,4.356601e+00,257,253,246,1.034034e+01,-2.655485e+00,6.499747e+01,7.684855e+00,2.570703e+02,2.529565e+02,2.456328e+02,-8.561129e-02,-2.983232e-01,7.556031e+00}
,{1.880182e+02,5.939707e+00,254,250,251,1.036286e+01,-2.678102e+00,6.499747e+01,7.684756e+00,2.539479e+02,2.498250e+02,2.508943e+02,-8.560965e-02,-2.983213e-01,7.543263e+00}
,{2.216105e+02,9.686779e+00,253,250,247,1.029021e+01,-2.605453e+00,6.499747e+01,7.684756e+00,2.529038e+02,2.498417e+02,2.467286e+02,-8.560895e-02,-2.983189e-01,7.527242e+00}
,{2.552028e+02,1.392537e+01,252,249,250,1.026318e+01,-2.577888e+00,6.499747e+01,7.685294e+00,2.518558e+02,2.488242e+02,2.498994e+02,-8.560723e-02,-2.983178e-01,7.535104e+00}
,{2.887951e+02,7.083883e+00,256,246,248,1.031002e+01,-2.624335e+00,6.499747e+01,7.685688e+00,2.560558e+02,2.456880e+02,2.478129e+02,-8.560517e-02,-2.983182e-01,7.537355e+00}
,{3.223875e+02,7.658242e+00,255,251,247,1.025913e+01,-2.574152e+00,6.499747e+01,7.684976e+00,2.550102e+02,2.509378e+02,2.467805e+02,-8.560354e-02,-2.983193e-01,7.548718e+00}
,{3.559798e+02,9.351192e+00,251,247,242,1.025638e+01,-2.570338e+00,6.499747e+01,7.686045e+00,2.508124e+02,2.467674e+02,2.415689e+02,-8.560218e-02,-2.983205e-01,7.544508e+00}
,{3.895721e+02,1.476021e+01,256,247,249,1.027232e+01,-2.587242e+00,6.499747e+01,7.685078e+00,2.560720e+02,2.467720e+02,2.489218e+02,-8.560020e-02,-2.983228e-01,7.544137e+00}
,{4.231644e+02,1.053109e+01,250,251,240,1.022983e+01,-2.544279e+00,6.499747e+01,7.685551e+00,2.497907e+02,2.509759e+02,2.395146e+02,-8.559757e-02,-2.983250e-01,7.538903e+00}
