{{0.000000,2.861194e-02,256,255,256,1.795389e+00,0.000000e+00,1.547781e+01,1.677022e+00,256,258,256,4.306518e+00,0.000000e+00,8.699623e+01,6.101907e+00,2.561011e+02,2.539627e+02,2.559032e+02,1.148015e-02,-1.380715e-03,9.531623e-02,2.560078e+02,2.583652e+02,2.560093e+02,-1.457729e+01,-1.478962e+01,2.085321e+00}
,{1.532000e+00,9.584502e-03,267,267,258,1.789024e+00,-1.345317e+00,1.547781e+01,1.662192e+00,258,256,257,4.287840e+00,-7.489644e+00,8.699623e+01,-2.758097e+00,2.690406e+02,2.680851e+02,2.582951e+02,1.192762e-02,-2.616167e-03,9.568059e-02,2.583646e+02,2.560093e+02,2.571877e+02,-1.697413e+00,-2.325260e+00,4.703922e+00}
,{3.332000e+00,9.536312e-03,271,264,258,1.774487e+00,-1.335329e+00,1.547781e+01,1.123913e+00,256,253,257,4.250429e+00,-7.447724e+00,8.699623e+01,-2.758138e+00,2.737203e+02,2.645664e+02,2.583388e+02,1.199363e-02,-4.204945e-03,9.586811e-02,2.560081e+02,2.524244e+02,2.571872e+02,-1.268484e+00,-1.706744e+00,4.745904e+00}
,{5.132000e+00,9.388010e-03,271,263,257,1.757411e+00,-1.323075e+00,1.547781e+01,1.312441e+00,256,258,256,4.200748e+00,-7.393239e+00,8.699623e+01,-2.758155e+00,2.736935e+02,2.634001e+02,2.572073e+02,1.169253e-02,-5.888796e-03,9.571281e-02,2.560079e+02,2.583647e+02,2.560097e+02,-1.256783e+00,-1.526472e+00,4.701242e+00}
,{8.129000e+00,8.751207e-03,273,262,257,1.728738e+00,-1.301712e+00,1.547781e+01,1.034226e+00,255,255,257,4.109125e+00,-7.294639e+00,8.699623e+01,-2.758488e+00,2.760007e+02,2.622467e+02,2.572814e+02,1.070885e-02,-8.811571e-03,9.476196e-02,2.548126e+02,2.548162e+02,2.571885e+02,-9.883433e-01,-1.212721e+00,4.714827e+00}
,{1.420400e+01,7.344218e-03,265,287,251,1.678995e+00,-1.263167e+00,1.547781e+01,9.059573e-01,257,256,253,3.951074e+00,-7.125234e+00,8.699623e+01,-2.758332e+00,2.665182e+02,2.915719e+02,2.502689e+02,8.313314e-03,-1.522220e-02,9.207101e-02,2.571834e+02,2.560112e+02,2.524313e+02,-6.142492e-01,-3.535443e-01,4.712473e+00}
,{2.027900e+01,9.633599e-03,263,279,247,1.660019e+00,-1.244674e+00,1.547781e+01,1.467000e+00,257,254,255,3.866682e+00,-7.040140e+00,8.699623e+01,-2.758113e+00,2.641028e+02,2.823098e+02,2.456022e+02,6.532300e-03,-2.170741e-02,9.155430e-02,2.571823e+02,2.536197e+02,2.548259e+02,-4.387568e-01,-1.297141e-01,4.711530e+00}
,{2.635400e+01,7.667087e-03,268,265,248,1.677293e+00,-1.248287e+00,1.547781e+01,1.144908e+00,258,256,255,3.819009e+00,-7.006090e+00,8.699623e+01,-2.758075e+00,2.699104e+02,2.660650e+02,2.468716e+02,5.048170e-03,-2.680466e-02,9.283272e-02,2.583493e+02,2.560098e+02,2.548292e+02,-6.310860e-01,-2.142616e-01,4.712315e+00}
,{3.242900e+01,1.150085e-02,241,243,248,1.685616e+00,-1.249646e+00,1.547781e+01,1.035272e+00,257,259,255,3.763261e+00,-6.957376e+00,8.699623e+01,-2.758145e+00,2.378801e+02,2.401870e+02,2.468854e+02,4.542709e-03,-2.977652e-02,9.227630e-02,2.571810e+02,2.595164e+02,2.548333e+02,-1.278477e+00,-1.154080e-01,4.713047e+00}
,{3.850400e+01,1.177265e-02,239,243,247,1.655638e+00,-1.229559e+00,1.547781e+01,1.018314e+00,256,256,253,3.713472e+00,-6.897742e+00,8.699623e+01,-2.758192e+00,2.354636e+02,2.403872e+02,2.456544e+02,5.481535e-03,-3.027405e-02,9.135980e-02,2.560132e+02,2.560025e+02,2.524494e+02,-1.742982e+00,-4.475321e-01,4.712756e+00}
,{4.664450e+01,7.101310e-03,265,271,256,1.585918e+00,-1.186059e+00,1.547781e+01,1.803054e+00,257,256,255,3.669375e+00,-6.827454e+00,8.699623e+01,-2.758220e+00,2.662395e+02,2.736572e+02,2.562953e+02,6.874765e-03,-2.884785e-02,9.263649e-02,2.571826e+02,2.560061e+02,2.548493e+02,-1.595169e+00,-9.784894e-01,4.711808e+00}
,{5.849075e+01,8.198325e-03,271,273,259,1.516414e+00,-1.143542e+00,1.547781e+01,1.032757e+00,259,258,254,3.625735e+00,-6.756805e+00,8.699623e+01,-2.758198e+00,2.731324e+02,2.763185e+02,2.595348e+02,5.160160e-03,-2.414701e-02,9.028331e-02,2.595090e+02,2.583350e+02,2.536557e+02,-5.293196e-01,-1.338355e+00,4.713006e+00}
,{7.537439e+01,9.071534e-03,255,242,254,1.540618e+00,-1.155659e+00,1.547781e+01,1.343815e+00,254,254,256,3.583579e+00,-6.726516e+00,8.699623e+01,-2.757978e+00,2.543019e+02,2.402285e+02,2.532697e+02,1.226699e-02,-3.634353e-03,9.426288e-02,2.536273e+02,2.536276e+02,2.560408e+02,-1.492789e+00,-2.995896e+00,4.712527e+00}
,{1.077931e+02,8.001246e-03,256,273,253,1.488165e+00,-1.127299e+00,1.547781e+01,1.230898e+00,258,256,257,3.546255e+00,-6.664864e+00,8.699623e+01,-2.757743e+00,2.555271e+02,2.762155e+02,2.518302e+02,-1.295850e-02,6.126438e-03,9.048311e-02,2.583167e+02,2.560343e+02,2.571798e+02,7.973882e-01,1.732450e+00,4.712836e+00}
