{{0.000000e+00,1.566757e+00,256,256,257,3.669969e+01,-1.653549e+02,6.626557e+01,-1.286552e+02,2.560435e+02,2.561389e+02,2.568987e+02,3.711030e-03,2.284502e-02,-2.029530e-02}
,{2.936124e+01,4.323604e-01,257,255,257,3.669252e+01,-1.694411e+02,6.626557e+01,-1.327486e+02,2.573169e+02,2.548638e+02,2.569857e+02,8.681922e-03,-2.871479e-03,-2.408739e-02}
,{5.922108e+01,2.536298e-01,256,259,249,3.465739e+01,-1.673573e+02,6.626557e+01,-1.326999e+02,2.557339e+02,2.594709e+02,2.477893e+02,-1.937231e-04,-2.651633e-03,-3.581776e-03}
,{8.908092e+01,5.534175e-01,254,254,258,3.623724e+01,-1.688895e+02,6.626557e+01,-1.326522e+02,2.537368e+02,2.535139e+02,2.584580e+02,-1.815455e-02,1.678997e-02,2.074340e-02}
,{1.189408e+02,3.471242e-01,258,256,258,3.558841e+01,-1.681908e+02,6.626557e+01,-1.326024e+02,2.582565e+02,2.560893e+02,2.584912e+02,1.337989e-02,-8.997922e-03,-1.382422e-02}
,{1.488006e+02,2.195976e-01,254,256,251,3.507489e+01,-1.676222e+02,6.626557e+01,-1.325473e+02,2.536281e+02,2.561116e+02,2.500001e+02,-1.412896e-03,-1.635353e-02,3.450302e-03}
,{1.783346e+02,4.576295e-01,254,254,255,3.686036e+01,-1.692743e+02,6.626557e+01,-1.324139e+02,2.536499e+02,2.536091e+02,2.549925e+02,-5.365815e-03,9.337314e-03,2.805770e-02}
,{2.078842e+02,3.537634e-01,258,256,258,3.578892e+01,-1.680239e+02,6.626557e+01,-1.322350e+02,2.584239e+02,2.558580e+02,2.585423e+02,1.714178e-03,1.148906e-02,1.790010e-02}
,{2.411093e+02,4.422308e-01,256,253,255,3.697013e+01,-1.690871e+02,6.626557e+01,-1.321170e+02,2.562966e+02,2.523652e+02,2.549856e+02,1.264464e-02,4.364893e-03,-1.147059e-03}
,{2.743344e+02,3.114084e-01,254,261,261,3.573139e+01,-1.677337e+02,6.626557e+01,-1.320023e+02,2.536548e+02,2.617719e+02,2.616558e+02,1.445166e-02,3.377324e-03,1.538447e-02}
,{2.871572e+02,5.580562e-01,256,257,257,3.625334e+01,-1.682551e+02,6.626557e+01,-1.320018e+02,2.558774e+02,2.571870e+02,2.568696e+02,-2.819062e-03,4.631337e-03,-7.487399e-03}
,{2.946951e+02,3.251005e-01,253,253,256,3.590430e+01,-1.679062e+02,6.626557e+01,-1.320019e+02,2.523601e+02,2.524657e+02,2.556912e+02,8.461465e-03,1.416045e-02,2.503400e-02}
,{3.071369e+02,3.588930e-01,255,253,254,3.646018e+01,-1.684607e+02,6.626557e+01,-1.320005e+02,2.547559e+02,2.524514e+02,2.533203e+02,1.608734e-02,4.381987e-03,-1.679037e-03}
,{3.345973e+02,2.625860e-01,259,252,254,3.537425e+01,-1.673438e+02,6.626557e+01,-1.319695e+02,2.594087e+02,2.513431e+02,2.537115e+02,-2.578797e-03,2.141481e-02,-7.531537e-03}
,{3.620577e+02,1.705496e-01,256,250,254,3.560916e+01,-1.675476e+02,6.626557e+01,-1.319385e+02,2.561161e+02,2.487909e+02,2.537260e+02,9.749982e-03,2.378131e-02,2.519139e-02}
,{3.895182e+02,3.304246e-01,257,257,264,3.630768e+01,-1.682184e+02,6.626557e+01,-1.319107e+02,2.570956e+02,2.570361e+02,2.653965e+02,2.495429e-04,3.560367e-02,7.334615e-03}
,{4.169786e+02,3.974168e-01,256,264,259,3.613480e+01,-1.680234e+02,6.626557e+01,-1.318886e+02,2.561766e+02,2.653166e+02,2.594518e+02,-1.565438e-03,-4.217983e-03,-9.565181e-03}
,{4.444390e+02,2.336998e-01,263,264,257,3.585909e+01,-1.677227e+02,6.626557e+01,-1.318636e+02,2.643075e+02,2.654552e+02,2.570876e+02,-1.014747e-02,9.755511e-04,-2.426524e-02}
,{4.718995e+02,1.825736e-01,253,254,252,3.587847e+01,-1.677111e+02,6.626557e+01,-1.318326e+02,2.523681e+02,2.536632e+02,2.511011e+02,-4.290991e-03,-2.044869e-02,-3.964391e-03}
,{4.993599e+02,2.443690e-01,257,254,254,3.550963e+01,-1.673136e+02,6.626557e+01,-1.318040e+02,2.571095e+02,2.536207e+02,2.535800e+02,-2.640099e-02,-1.223264e-02,-8.807929e-03}
,{5.268203e+02,4.000606e-01,254,252,254,3.627233e+01,-1.680493e+02,6.626557e+01,-1.317770e+02,2.537371e+02,2.511205e+02,2.536342e+02,-5.664592e-03,1.116089e-02,1.236080e-02}
,{5.542808e+02,3.826039e-01,255,252,257,3.718851e+01,-1.689391e+02,6.626557e+01,-1.317506e+02,2.547714e+02,2.511085e+02,2.573498e+02,1.198241e-02,1.733794e-02,5.100025e-03}
,{5.736404e+02,4.435845e-01,257,257,256,3.628408e+01,-1.680237e+02,6.626557e+01,-1.317396e+02,2.571022e+02,2.570965e+02,2.560165e+02,-1.815313e-03,-1.399142e-02,-5.195525e-03}
,{5.873706e+02,2.643681e-01,262,259,255,3.670797e+01,-1.684463e+02,6.626557e+01,-1.317384e+02,2.630626e+02,2.595312e+02,2.547604e+02,-1.312168e-02,-1.322361e-02,-1.533016e-02}
,{5.988268e+02,5.045394e-01,255,258,256,3.621607e+01,-1.679542e+02,6.626557e+01,-1.317382e+02,2.548281e+02,2.584362e+02,2.560357e+02,2.486573e-02,-1.293800e-02,-2.696303e-02}
,{6.053426e+02,4.078439e-01,257,253,258,3.637326e+01,-1.681115e+02,6.626557e+01,-1.317383e+02,2.571528e+02,2.526143e+02,2.584344e+02,-6.567300e-03,1.092978e-02,9.389493e-03}
