{{0.000000,1.574636e-02,295,300,306,6.464339e-02,0.000000e+00,1.242385e+00,1.789892e-01,227,236,246,8.247968e-02,0.000000e+00,1.185269e+01,1.471231e-01,3.000852e+02,3.049850e+02,3.141816e+02,-5.838795e-03,-8.742232e-03,8.676609e-02,2.198185e+02,2.294138e+02,2.400181e+02,-2.574649e-01,-1.880487e-01,8.724565e+00}
,{1.454000e+00,6.543890e-04,296,302,304,6.450832e-02,-9.044488e-03,1.242385e+00,2.588223e-01,226,236,246,8.247578e-02,-1.061219e-01,1.185269e+01,3.181766e-02,3.012696e+02,3.073143e+02,3.118545e+02,-5.735622e-03,-8.950607e-03,8.661469e-02,2.186262e+02,2.294139e+02,2.400180e+02,-5.732804e-01,-3.050513e-01,9.200247e+00}
,{3.254000e+00,3.705678e-04,285,306,301,6.432927e-02,-8.948749e-03,1.242385e+00,3.338144e-01,226,236,246,8.243283e-02,-1.059958e-01,1.185269e+01,3.181759e-02,2.883653e+02,3.119568e+02,3.083574e+02,-5.606658e-03,-9.198413e-03,8.642671e-02,2.186261e+02,2.294137e+02,2.400178e+02,-6.028941e-01,-1.655950e-01,9.367276e+00}
,{5.108000e+00,3.000853e-04,285,305,300,6.415410e-02,-8.855131e-03,1.242385e+00,1.513707e-01,226,235,246,8.234953e-02,-1.058312e-01,1.185269e+01,3.181730e-02,2.883801e+02,3.108079e+02,3.072108e+02,-5.472006e-03,-9.440697e-03,8.623265e-02,2.186258e+02,2.282199e+02,2.400176e+02,-2.327982e-01,4.829876e-01,9.424714e+00}
,{1.013337e+01,2.345060e-04,285,311,298,6.372197e-02,-8.625110e-03,1.242385e+00,2.188281e-01,226,235,247,8.203916e-02,-1.053206e-01,1.185269e+01,3.181539e-02,2.884183e+02,3.177530e+02,3.049343e+02,-5.107573e-03,-1.003972e-02,8.570488e-02,2.186254e+02,2.282179e+02,2.412115e+02,2.588854e-01,1.608731e+00,9.436748e+00}
,{2.879122e+01,1.082420e-04,271,288,281,6.252342e-02,-8.007904e-03,1.242385e+00,1.079147e-01,224,236,247,8.066519e-02,-1.033671e-01,1.185269e+01,3.181358e-02,2.720893e+02,2.912137e+02,2.852226e+02,-3.989791e-03,-1.148228e-02,8.372652e-02,2.162411e+02,2.294069e+02,2.412120e+02,2.034562e+00,4.572849e+00,9.420627e+00}
,{4.929434e+01,7.074531e-05,260,314,262,6.164410e-02,-7.603600e-03,1.242385e+00,2.020773e-01,227,238,248,7.997378e-02,-1.021979e-01,1.185269e+01,3.181640e-02,2.592548e+02,3.213336e+02,2.631811e+02,-3.314497e-03,-1.216761e-02,8.152416e-02,2.198163e+02,2.317853e+02,2.424104e+02,3.100919e+00,6.435937e+00,9.424301e+00}
,{7.425731e+01,6.021571e-05,307,286,246,6.081513e-02,-7.266006e-03,1.242385e+00,1.986465e-01,232,240,251,8.060481e-02,-1.023338e-01,1.185269e+01,3.182017e-02,3.143125e+02,2.891003e+02,2.444457e+02,-3.031783e-03,-1.226474e-02,7.877278e-02,2.257778e+02,2.341641e+02,2.460079e+02,3.499467e+00,7.101722e+00,9.425788e+00}
,{1.096867e+02,6.266596e-05,313,265,236,6.009167e-02,-7.035574e-03,1.242385e+00,1.210108e-01,237,245,257,8.398898e-02,-1.052188e-01,1.185269e+01,3.182632e-02,3.212324e+02,2.652803e+02,2.325716e+02,-3.543386e-03,-1.203159e-02,7.523721e-02,2.317443e+02,2.401290e+02,2.531922e+02,3.378671e+00,6.042342e+00,9.426502e+00}
,{1.451161e+02,7.819540e-05,231,218,256,5.989344e-02,-7.042370e-03,1.242385e+00,1.467941e-01,246,255,263,8.925778e-02,-1.102796e-01,1.185269e+01,3.182920e-02,2.252554e+02,2.101190e+02,2.564372e+02,-4.171500e-03,-1.130295e-02,7.351588e-02,2.424933e+02,2.520786e+02,2.602673e+02,1.969202e+00,4.634487e+00,9.424549e+00}
