{{0.000000,0.000000e+00,0,0,0,1.395877e+02,0.000000e+00,2.230056e+02,0.000000e+00,0,0,0,7.563187e+02,0.000000e+00,1.321514e+03,8.959064e+02}
,{1.507088e+01,2.724010e-01,300,314,311,2.145281e+02,-2.361284e+02,2.230056e+02,3.030036e+01,215,224,229,1.009332e+03,-1.316283e+03,1.321514e+03,-3.285513e+02}
,{3.647824e+01,4.874713e-01,270,265,246,2.871681e+02,-2.852736e+02,2.230056e+02,1.353652e+01,256,258,244,1.039482e+03,-1.370301e+03,1.321514e+03,-3.289254e+02}
,{8.113060e+01,2.298638e-01,273,278,278,2.498216e+02,-2.621682e+02,2.230056e+02,9.515181e+00,272,276,278,1.048076e+03,-1.364517e+03,1.321514e+03,-3.287879e+02}
,{2.121544e+02,6.491613e-01,262,264,269,2.534976e+02,-2.659417e+02,2.230056e+02,1.106247e+01,263,267,271,1.048617e+03,-1.364511e+03,1.321514e+03,-3.283389e+02}
,{3.131234e+02,4.138120e-01,267,265,268,2.519658e+02,-2.660189e+02,2.230056e+02,6.040622e+00,261,265,269,1.049819e+03,-1.363977e+03,1.321514e+03,-3.282111e+02}
,{3.640405e+02,8.287315e-01,259,266,271,2.544686e+02,-2.684049e+02,2.230056e+02,7.953309e+00,262,265,268,1.052185e+03,-1.366499e+03,1.321514e+03,-3.282503e+02}
,{455.620000,6.622899e-01,262,266,270,2.525112e+02,-2.683907e+02,2.230056e+02,5.757928e+00,265,264,272,1.051748e+03,-1.364098e+03,1.321514e+03,-3.282295e+02}
,{5.514894e+02,4.991010e-01,260,273,270,2.530514e+02,-2.697731e+02,2.230056e+02,3.158415e+00,266,265,272,1.052943e+03,-1.364349e+03,1.321514e+03,-3.281280e+02}
,{6.551694e+02,3.756489e-01,260,263,276,2.532746e+02,-2.709060e+02,2.230056e+02,2.002145e+00,260,263,269,1.054968e+03,-1.365416e+03,1.321514e+03,-3.280794e+02}
,{7.588494e+02,6.308231e-01,260,262,270,2.516008e+02,-2.707597e+02,2.230056e+02,2.087855e+00,261,264,266,1.055052e+03,-1.363908e+03,1.321514e+03,-3.280151e+02}
,{8.625294e+02,4.605976e-01,257,264,266,2.525493e+02,-2.722424e+02,2.230056e+02,2.191529e+00,265,262,273,1.056691e+03,-1.364947e+03,1.321514e+03,-3.279492e+02}
,{9.662094e+02,7.207475e-01,256,267,276,2.521050e+02,-2.731132e+02,2.230056e+02,1.799343e+00,262,267,272,1.056729e+03,-1.363612e+03,1.321514e+03,-3.278914e+02}
,{1.069889e+03,7.211994e-01,265,265,272,2.498783e+02,-2.727555e+02,2.230056e+02,2.504268e+00,261,266,272,1.057578e+03,-1.362507e+03,1.321514e+03,-3.278062e+02}
,{1.173569e+03,6.084288e-01,259,263,271,2.496159e+02,-2.735867e+02,2.230056e+02,1.867059e+00,262,265,271,1.058240e+03,-1.362018e+03,1.321514e+03,-3.277485e+02}
,{1.277249e+03,6.372733e-01,264,263,272,2.484063e+02,-2.736330e+02,2.230056e+02,1.445372e+00,260,264,258,1.057702e+03,-1.360145e+03,1.321514e+03,-3.276704e+02}
,{1.380929e+03,6.653873e-01,268,264,269,2.486702e+02,-2.748427e+02,2.230056e+02,1.522973e+00,265,263,271,1.060844e+03,-1.362344e+03,1.321514e+03,-3.276722e+02}
,{1.438783e+03,7.698717e-01,263,263,269,2.505186e+02,-2.763719e+02,2.230056e+02,1.406810e+00,263,273,262,1.059880e+03,-1.361694e+03,1.321514e+03,-3.276675e+02}
,{1.513329e+03,7.062067e-01,263,263,264,2.470042e+02,-2.746508e+02,2.230056e+02,1.713583e+00,272,266,267,1.059814e+03,-1.359782e+03,1.321514e+03,-3.276145e+02}
,{1.591089e+03,6.421000e-01,256,261,270,2.508606e+02,-2.779343e+02,2.230056e+02,1.336995e+00,270,273,270,1.061193e+03,-1.361738e+03,1.321514e+03,-3.276187e+02}
,{1.648670e+03,7.678927e-01,260,262,269,2.484585e+02,-2.765108e+02,2.230056e+02,1.382345e+00,254,261,265,1.060232e+03,-1.359832e+03,1.321514e+03,-3.276520e+02}
,{1.706990e+03,1.000758e+00,263,263,271,2.456074e+02,-2.753383e+02,2.230056e+02,1.318495e+00,268,264,273,1.060330e+03,-1.358255e+03,1.321514e+03,-3.276565e+02}
,{1.765310e+03,1.371756e+00,255,264,271,2.458757e+02,-2.761091e+02,2.230056e+02,1.311155e+00,253,260,269,1.060819e+03,-1.358200e+03,1.321514e+03,-3.276147e+02}
,
