{{0.000000,0.000000e+00,0,0,0,2.381706e+00,0.000000e+00,4.305536e+01,2.381706e+00}
,{4.796000e+00,5.187115e-02,263,247,267,2.343956e+00,-2.128644e+00,4.305536e+01,2.153121e-01}
,{9.596000e+00,4.391424e-02,264,246,271,2.282846e+00,-2.067543e+00,4.305536e+01,2.153024e-01}
,{1.918100e+01,3.305625e-02,262,246,273,2.145390e+00,-1.930147e+00,4.305536e+01,2.152436e-01}
,{3.538100e+01,2.286468e-02,258,249,285,2.032055e+00,-1.816757e+00,4.305536e+01,2.152985e-01}
,{6.536877e+01,1.788506e-02,255,243,228,2.138689e+00,-1.923011e+00,4.305536e+01,2.156784e-01}
,{9.157481e+01,8.237067e-02,243,248,233,2.567396e+00,-2.352226e+00,4.305536e+01,2.151699e-01}
,{1.169887e+02,2.880505e-02,253,260,226,1.978464e+00,-1.763325e+00,4.305536e+01,2.151399e-01}
,{1.426159e+02,1.613016e-02,239,256,255,1.834089e+00,-1.618620e+00,4.305536e+01,2.154693e-01}
,{1.704321e+02,7.351096e-02,246,244,236,2.346596e+00,-2.131179e+00,4.305536e+01,2.154171e-01}
,{1.930009e+02,4.173818e-02,247,247,239,2.026523e+00,-1.811269e+00,4.305536e+01,2.152541e-01}
,{2.155698e+02,3.517710e-02,231,237,237,1.903229e+00,-1.687937e+00,4.305536e+01,2.152915e-01}
,{2.524546e+02,2.754506e-02,230,231,239,2.166582e+00,-1.951008e+00,4.305536e+01,2.155740e-01}
,{2.703200e+02,1.031356e-01,228,234,239,2.764709e+00,-2.549303e+00,4.305536e+01,2.154060e-01}
,{2.857566e+02,6.628609e-02,228,230,239,2.244285e+00,-2.029194e+00,4.305536e+01,2.150907e-01}
,{2.983923e+02,2.230244e-02,229,244,241,1.942878e+00,-1.727607e+00,4.305536e+01,2.152713e-01}
,{3.122836e+02,2.210193e-02,225,236,259,1.863979e+00,-1.648701e+00,4.305536e+01,2.152789e-01}
,{3.417943e+02,2.589791e-02,239,228,239,2.058973e+00,-1.843386e+00,4.305536e+01,2.155869e-01}
,{3.588525e+02,9.577028e-02,237,228,240,2.567515e+00,-2.352069e+00,4.305536e+01,2.154465e-01}
,{3.784608e+02,8.868883e-02,236,222,242,2.180238e+00,-1.965299e+00,4.305536e+01,2.149389e-01}
,{3.989306e+02,1.431164e-02,240,236,222,1.741554e+00,-1.526246e+00,4.305536e+01,2.153081e-01}
,{4.279220e+02,5.235245e-02,224,227,244,2.211356e+00,-1.995681e+00,4.305536e+01,2.156752e-01}
,{4.554384e+02,8.346532e-02,219,223,236,2.201555e+00,-1.986480e+00,4.305536e+01,2.150745e-01}
,{4.731243e+02,3.486292e-02,210,231,244,1.886385e+00,-1.671128e+00,4.305536e+01,2.152573e-01}
,{5.017405e+02,2.472552e-02,220,214,233,2.093423e+00,-1.877872e+00,4.305536e+01,2.155510e-01}
,{5.163870e+02,8.173943e-02,211,223,221,2.653073e+00,-2.437497e+00,4.305536e+01,2.155752e-01}
,{533.049500,1.256571e-01,214,220,224,2.790227e+00,-2.575008e+00,4.305536e+01,2.152184e-01}
